VentaID,Fecha,TiendaID,ProductoID,Cantidad,PrecioUnitario,MontoTotal,Descuento
V0046125,2023-11-16,T056,P0190,1,2412.93,2412.93,16.9
V0046126,2023-11-16,T080,P0177,1,2133.72,2133.72,24.5
V0046127,2023-11-16,T001,P0042,1,16311.37,16311.37,29.7
V0046128,2023-11-16,T007,P0131,1,11461.43,11461.43,15.9
V0046129,2023-11-16,T098,P0130,1,9816.96,9816.96,25.6
V0046130,2023-11-16,T088,P0135,1,8368.24,8368.24,1.3
V0046131,2023-11-16,T097,P0031,1,4628.46,4628.46,7.4
V0046132,2023-11-16,T042,P0044,1,3992.03,3992.03,6.6
V0046133,2023-11-16,T006,P0091,3,13175.97,39527.92,23.7
V0046134,2023-11-16,T033,P0121,1,11210.75,11210.75,1.4
V0046135,2023-11-16,T080,P0080,1,18516.57,18516.57,21.4
V0046136,2023-11-16,T083,P0052,1,13675.22,13675.22,14.2
V0046137,2023-11-16,T003,P0115,1,24487.69,24487.69,24.2
V0046138,2023-11-16,T092,P0189,1,1799.29,1799.29,15.3
V0046139,2023-11-16,T058,P0144,1,2763.85,2763.85,26.2
V0046140,2023-11-16,T042,P0134,1,8824.72,8824.72,4.2
V0046141,2023-11-16,T023,P0093,1,18445.47,18445.47,5.1
V0046142,2023-11-16,T053,P0115,1,29648.31,29648.31,8.2
V0046143,2023-11-16,T067,P0178,1,2940.04,2940.04,21.4
V0046144,2023-11-16,T094,P0050,1,10564.69,10564.69,5.8
V0046145,2023-11-16,T084,P0068,1,5511.77,5511.77,16.8
V0046146,2023-11-16,T007,P0143,1,7758.98,7758.98,2.8
V0046147,2023-11-16,T100,P0031,2,4083.75,8167.49,18.3
V0046148,2023-11-16,T085,P0071,1,15816.04,15816.04,15.9
V0046149,2023-11-16,T061,P0059,2,9640.2,19280.41,10.7
V0046150,2023-11-16,T035,P0112,1,24598.5,24598.5,27.6
V0046151,2023-11-16,T100,P0155,1,2341.12,2341.12,25.4
V0046152,2023-11-16,T064,P0185,1,1194.0,1194.0,12.6
V0046153,2023-11-16,T057,P0159,1,2166.84,2166.84,6.6
V0046154,2023-11-16,T003,P0019,1,20732.82,20732.82,12.2
V0046155,2023-11-16,T018,P0061,1,4292.95,4292.95,0.9
V0046156,2023-11-16,T038,P0043,1,2608.11,2608.11,23.9
V0046157,2023-11-16,T094,P0192,1,4418.37,4418.37,0.2
V0046158,2023-11-16,T031,P0172,1,6814.42,6814.42,1.2
V0046159,2023-11-16,T054,P0100,1,26223.69,26223.69,0.7
V0046160,2023-11-16,T007,P0033,1,3189.61,3189.61,27.5
V0046161,2023-11-16,T049,P0074,1,3773.38,3773.38,8.0
V0046162,2023-11-16,T005,P0084,1,16414.16,16414.16,27.1
V0046163,2023-11-16,T081,P0196,1,3382.68,3382.68,5.7
V0046164,2023-11-16,T058,P0175,1,2800.11,2800.11,2.7
V0046165,2023-11-16,T063,P0006,1,16101.58,16101.58,12.6
V0046166,2023-11-16,T033,P0157,1,4621.96,4621.96,19.3
V0046167,2023-11-16,T050,P0147,1,9897.79,9897.79,25.3
V0046168,2023-11-16,T079,P0062,1,6119.17,6119.17,27.8
V0046169,2023-11-16,T018,P0171,1,4995.02,4995.02,27.3
V0046170,2023-11-16,T031,P0116,1,19362.57,19362.57,28.6
V0046171,2023-11-16,T090,P0172,1,5255.7,5255.7,23.8
V0046172,2023-11-16,T059,P0159,1,1636.46,1636.46,29.5
V0046173,2023-11-16,T052,P0194,1,1199.63,1199.63,26.7
V0046174,2023-11-16,T056,P0122,1,10595.52,10595.52,3.5
V0046175,2023-11-16,T031,P0012,1,11909.22,11909.22,19.5
V0046176,2023-11-16,T053,P0072,1,7249.12,7249.12,6.9
V0046177,2023-11-16,T002,P0139,1,4992.91,4992.91,15.0
V0046178,2023-11-16,T042,P0128,1,9063.62,9063.62,18.2
V0046179,2023-11-16,T060,P0022,1,13327.29,13327.29,26.5
V0046180,2023-11-16,T054,P0144,1,2906.83,2906.83,22.4
V0046181,2023-11-16,T011,P0136,1,9081.02,9081.02,12.3
V0046182,2023-11-16,T033,P0106,2,24286.15,48572.3,22.1
V0046183,2023-11-16,T014,P0120,1,16008.39,16008.39,2.1
V0046184,2023-11-16,T077,P0153,1,3084.46,3084.46,3.3
V0046185,2023-11-16,T089,P0048,1,18158.64,18158.64,22.5
V0046186,2023-11-16,T016,P0134,3,7490.61,22471.84,18.7
V0046187,2023-11-16,T091,P0035,1,14667.53,14667.53,22.2
V0046188,2023-11-16,T010,P0060,1,3457.6,3457.6,17.5
V0046189,2023-11-16,T019,P0189,1,1892.74,1892.74,10.9
V0046190,2023-11-16,T078,P0122,1,8446.87,8446.87,23.1
V0046191,2023-11-16,T064,P0177,1,2468.92,2468.92,12.6
V0046192,2023-11-16,T066,P0120,1,14907.81,14907.81,8.8
V0046193,2023-11-16,T030,P0108,1,23832.65,23832.65,7.7
V0046194,2023-11-16,T028,P0034,1,13134.35,13134.35,10.3
V0046195,2023-11-16,T072,P0001,1,18239.91,18239.91,5.6
V0046196,2023-11-16,T095,P0045,1,17756.64,17756.64,7.0
V0046197,2023-11-16,T038,P0120,1,11612.69,11612.69,29.0
V0046198,2023-11-16,T094,P0114,2,21691.77,43383.54,11.0
V0046199,2023-11-16,T023,P0143,1,7100.61,7100.61,11.0
V0046200,2023-11-16,T025,P0109,1,27806.7,27806.7,11.3
V0046201,2023-11-16,T061,P0044,1,3585.22,3585.22,16.1
V0046202,2023-11-16,T012,P0073,1,13904.01,13904.01,6.9
V0046203,2023-11-16,T004,P0104,2,29453.17,58906.35,10.6
V0046204,2023-11-16,T099,P0040,1,18879.69,18879.69,12.3
V0046205,2023-11-16,T096,P0031,1,3967.09,3967.09,20.7
V0046206,2023-11-16,T045,P0135,1,7842.37,7842.37,7.5
V0046207,2023-11-16,T029,P0110,1,21545.49,21545.49,1.0
V0046208,2023-11-16,T022,P0058,1,6293.83,6293.83,12.5
V0046209,2023-11-16,T096,P0195,3,1746.89,5240.66,24.2
V0046210,2023-11-16,T005,P0164,1,2141.88,2141.88,23.2
V0046211,2023-11-16,T049,P0078,1,15944.79,15944.79,0.8
V0046212,2023-11-16,T042,P0095,1,26363.1,26363.1,5.9
V0046213,2023-11-16,T068,P0098,1,8595.06,8595.06,28.4
V0046214,2023-11-16,T056,P0032,1,16191.09,16191.09,3.6
V0046215,2023-11-16,T075,P0047,1,7973.37,7973.37,9.7
V0046216,2023-11-16,T048,P0010,1,9970.31,9970.31,12.2
V0046217,2023-11-16,T096,P0198,2,2965.82,5931.64,1.5
V0046218,2023-11-16,T095,P0002,1,19076.76,19076.76,0.7
V0046219,2023-11-16,T009,P0049,1,16523.83,16523.83,11.6
V0046220,2023-11-16,T045,P0183,1,2682.98,2682.98,9.9
V0046221,2023-11-16,T089,P0178,1,3297.54,3297.54,11.8
V0046222,2023-11-16,T006,P0075,1,4543.43,4543.43,29.7
V0046223,2023-11-16,T087,P0096,1,7362.38,7362.38,10.9
V0046224,2023-11-16,T039,P0008,1,12182.02,12182.02,0.9
V0046225,2023-11-16,T039,P0175,1,2442.93,2442.93,15.1
V0046226,2023-11-16,T026,P0193,1,2073.2,2073.2,21.9
V0046227,2023-11-16,T038,P0123,1,7847.97,7847.97,20.2
V0046228,2023-11-16,T023,P0147,1,11555.42,11555.42,12.7
V0046229,2023-11-16,T031,P0071,2,18774.97,37549.93,0.2
V0046230,2023-11-16,T026,P0037,2,12272.51,24545.01,2.3
V0046231,2023-11-16,T041,P0109,1,26903.32,26903.32,14.1
V0046232,2023-11-16,T038,P0172,1,6401.73,6401.73,7.2
V0046233,2023-11-16,T045,P0108,1,22204.11,22204.11,14.0
V0046234,2023-11-16,T047,P0148,1,4440.81,4440.81,21.2
V0046235,2023-11-16,T039,P0154,1,3557.2,3557.2,1.9
V0046236,2023-11-16,T071,P0069,1,18187.53,18187.53,22.2
V0046237,2023-11-16,T057,P0075,1,5617.65,5617.65,13.1
V0046238,2023-11-16,T066,P0094,1,15728.73,15728.73,7.5
V0046239,2023-11-16,T063,P0137,1,11688.05,11688.05,2.0
V0046240,2023-11-16,T025,P0178,1,2674.63,2674.63,28.5
V0046241,2023-11-16,T003,P0095,1,27491.44,27491.44,1.9
V0046242,2023-11-16,T073,P0120,1,12909.54,12909.54,21.0
V0046243,2023-11-16,T087,P0155,1,2701.75,2701.75,14.0
V0046244,2023-11-16,T074,P0130,2,10227.07,20454.13,22.5
V0046245,2023-11-16,T036,P0014,1,12747.23,12747.23,18.8
V0046246,2023-11-16,T098,P0190,1,2305.74,2305.74,20.6
V0046247,2023-11-16,T054,P0018,1,9197.69,9197.69,15.0
V0046248,2023-11-16,T011,P0093,1,19354.35,19354.35,0.4
V0046249,2023-11-16,T015,P0082,2,13105.89,26211.79,20.7
V0046250,2023-11-16,T021,P0151,1,3642.57,3642.57,29.5
V0046251,2023-11-16,T051,P0107,2,15161.01,30322.02,13.1
V0046252,2023-11-16,T013,P0045,1,16220.05,16220.05,15.1
V0046253,2023-11-16,T041,P0112,1,24423.62,24423.62,28.1
V0046254,2023-11-16,T100,P0195,1,2083.27,2083.27,9.5
V0046255,2023-11-16,T056,P0141,1,11376.88,11376.88,17.1
V0046256,2023-11-16,T009,P0012,1,11923.34,11923.34,19.4
V0046257,2023-11-16,T082,P0187,1,2793.1,2793.1,25.7
V0046258,2023-11-16,T083,P0071,1,15636.01,15636.01,16.9
V0046259,2023-11-16,T050,P0125,1,5931.36,5931.36,28.6
V0046260,2023-11-16,T057,P0099,1,12725.25,12725.25,28.7
V0046261,2023-11-16,T042,P0072,1,5996.44,5996.44,23.0
V0046262,2023-11-16,T077,P0005,2,3466.07,6932.14,3.3
V0046263,2023-11-16,T028,P0054,1,6364.27,6364.27,20.8
V0046264,2023-11-16,T038,P0166,1,3605.9,3605.9,27.3
V0046265,2023-11-16,T007,P0163,1,4285.23,4285.23,27.4
V0046266,2023-11-16,T078,P0117,1,24486.15,24486.15,7.8
V0046267,2023-11-16,T071,P0200,1,2521.46,2521.46,0.2
V0046268,2023-11-16,T035,P0034,1,14274.71,14274.71,2.5
V0046269,2023-11-16,T015,P0044,1,3050.23,3050.23,28.6
V0046270,2023-11-16,T099,P0092,1,12164.18,12164.18,17.7
V0046271,2023-11-16,T078,P0115,1,24382.44,24382.44,24.5
V0046272,2023-11-16,T046,P0047,1,7099.06,7099.06,19.6
V0046273,2023-11-16,T084,P0166,1,4128.17,4128.17,16.8
V0046274,2023-11-16,T002,P0010,1,11010.36,11010.36,3.1
V0046275,2023-11-16,T057,P0125,1,6911.02,6911.02,16.7
V0046276,2023-11-16,T037,P0001,1,18177.0,18177.0,5.9
V0046277,2023-11-16,T041,P0039,1,10363.94,10363.94,26.9
V0046278,2023-11-16,T088,P0173,1,2571.57,2571.57,16.6
V0046279,2023-11-16,T084,P0053,1,3030.7,3030.7,4.0
V0046280,2023-11-16,T094,P0065,1,3886.67,3886.67,24.6
V0046281,2023-11-16,T068,P0138,1,9585.15,9585.15,20.3
V0046282,2023-11-16,T018,P0087,1,11700.95,11700.95,27.6
V0046283,2023-11-16,T029,P0154,1,3566.39,3566.39,1.6
V0046284,2023-11-16,T017,P0010,1,9099.15,9099.15,19.9
V0046285,2023-11-16,T068,P0063,1,5189.69,5189.69,14.7
V0046286,2023-11-16,T049,P0081,1,15024.94,15024.94,1.0
V0046287,2023-11-16,T021,P0156,1,4867.19,4867.19,23.6
V0046288,2023-11-16,T028,P0147,1,9871.54,9871.54,25.4
V0046289,2023-11-16,T009,P0027,2,12613.24,25226.49,3.7
V0046290,2023-11-16,T064,P0018,1,9567.88,9567.88,11.5
V0046291,2023-11-16,T032,P0099,1,14021.06,14021.06,21.4
V0046292,2023-11-16,T024,P0176,2,3125.49,6250.99,29.9
V0046293,2023-11-16,T027,P0141,1,11366.4,11366.4,17.1
V0046294,2023-11-16,T067,P0174,1,1397.23,1397.23,17.2
V0046295,2023-11-16,T011,P0197,1,3927.79,3927.79,17.7
V0046296,2023-11-16,T063,P0132,1,5462.19,5462.19,29.9
V0046297,2023-11-16,T039,P0045,1,19044.53,19044.53,0.3
V0046298,2023-11-16,T069,P0126,1,4237.49,4237.49,15.9
V0046299,2023-11-16,T012,P0121,1,10842.78,10842.78,4.6
V0046300,2023-11-16,T024,P0126,1,4930.75,4930.75,2.1
V0046301,2023-11-16,T091,P0020,1,15681.63,15681.63,7.6
V0046302,2023-11-16,T032,P0151,1,4256.89,4256.89,17.6
V0046303,2023-11-16,T079,P0084,1,20562.26,20562.26,8.7
V0046304,2023-11-16,T019,P0140,1,6412.38,6412.38,0.3
V0046305,2023-11-16,T047,P0037,1,11441.58,11441.58,8.9
V0046306,2023-11-16,T056,P0026,1,6149.45,6149.45,19.9
V0046307,2023-11-16,T036,P0073,1,10481.54,10481.54,29.8
V0046308,2023-11-16,T016,P0138,1,11353.49,11353.49,5.6
V0046309,2023-11-16,T060,P0024,1,18454.44,18454.44,10.9
V0046310,2023-11-16,T047,P0078,1,13793.04,13793.04,14.2
V0046311,2023-11-16,T039,P0072,1,6386.55,6386.55,18.0
V0046312,2023-11-16,T014,P0003,1,4638.59,4638.59,5.6
V0046313,2023-11-16,T030,P0035,1,15617.39,15617.39,17.2
V0046314,2023-11-17,T003,P0130,1,12700.49,12700.49,3.8
V0046315,2023-11-17,T041,P0155,2,2996.05,5992.09,4.6
V0046316,2023-11-17,T092,P0016,2,18599.3,37198.6,15.7
V0046317,2023-11-17,T057,P0146,1,2845.26,2845.26,7.3
V0046318,2023-11-17,T044,P0137,1,9013.83,9013.83,24.4
V0046319,2023-11-17,T033,P0026,1,7211.33,7211.33,6.1
V0046320,2023-11-17,T048,P0068,1,5600.34,5600.34,15.4
V0046321,2023-11-17,T040,P0159,1,2206.53,2206.53,4.9
V0046322,2023-11-17,T071,P0141,2,10005.05,20010.09,27.1
V0046323,2023-11-17,T044,P0115,1,25290.16,25290.16,21.7
V0046324,2023-11-17,T026,P0047,1,6442.41,6442.41,27.0
V0046325,2023-11-17,T020,P0140,1,5839.2,5839.2,9.2
V0046326,2023-11-17,T004,P0005,1,3080.7,3080.7,14.0
V0046327,2023-11-17,T042,P0138,2,11454.02,22908.04,4.7
V0046328,2023-11-17,T004,P0155,1,2278.28,2278.28,27.4
V0046329,2023-11-17,T012,P0190,1,2360.46,2360.46,18.7
V0046330,2023-11-17,T031,P0069,1,18951.41,18951.41,19.0
V0046331,2023-11-17,T021,P0149,1,7468.33,7468.33,2.6
V0046332,2023-11-17,T089,P0083,1,23301.72,23301.72,5.9
V0046333,2023-11-17,T071,P0144,1,3314.84,3314.84,11.5
V0046334,2023-11-17,T042,P0178,1,3735.68,3735.68,0.1
V0046335,2023-11-17,T002,P0099,1,15531.25,15531.25,13.0
V0046336,2023-11-17,T068,P0125,1,8188.16,8188.16,1.4
V0046337,2023-11-17,T076,P0044,1,4067.64,4067.64,4.8
V0046338,2023-11-17,T059,P0197,1,4361.39,4361.39,8.6
V0046339,2023-11-17,T003,P0132,1,5683.37,5683.37,27.1
V0046340,2023-11-17,T036,P0048,1,20253.74,20253.74,13.6
V0046341,2023-11-17,T043,P0093,1,14342.64,14342.64,26.2
V0046342,2023-11-17,T085,P0134,1,6562.4,6562.4,28.8
V0046343,2023-11-17,T004,P0171,1,6210.78,6210.78,9.6
V0046344,2023-11-17,T093,P0017,1,14926.7,14926.7,12.1
V0046345,2023-11-17,T096,P0057,3,15147.79,45443.36,3.4
V0046346,2023-11-17,T021,P0135,1,6889.57,6889.57,18.7
V0046347,2023-11-17,T084,P0078,1,13162.28,13162.28,18.1
V0046348,2023-11-17,T066,P0043,1,2579.37,2579.37,24.8
V0046349,2023-11-17,T084,P0189,1,1540.93,1540.93,27.5
V0046350,2023-11-17,T081,P0156,1,6337.37,6337.37,0.5
V0046351,2023-11-17,T080,P0077,1,10216.16,10216.16,14.0
V0046352,2023-11-17,T017,P0182,1,2979.93,2979.93,0.4
V0046353,2023-11-17,T046,P0048,1,20443.49,20443.49,12.8
V0046354,2023-11-17,T014,P0048,1,21134.31,21134.31,9.8
V0046355,2023-11-17,T027,P0103,1,28808.61,28808.61,9.4
V0046356,2023-11-17,T038,P0040,1,18403.15,18403.15,14.5
V0046357,2023-11-17,T036,P0086,1,14579.82,14579.82,7.1
V0046358,2023-11-17,T004,P0128,3,8334.07,25002.21,24.7
V0046359,2023-11-17,T040,P0065,1,4267.01,4267.01,17.2
V0046360,2023-11-17,T043,P0037,1,12167.8,12167.8,3.2
V0046361,2023-11-17,T018,P0067,1,10556.93,10556.93,22.9
V0046362,2023-11-17,T006,P0050,1,10981.22,10981.22,2.1
V0046363,2023-11-17,T034,P0168,2,1580.8,3161.6,27.7
V0046364,2023-11-17,T043,P0184,1,1396.61,1396.61,25.7
V0046365,2023-11-17,T092,P0015,1,17069.81,17069.81,2.7
V0046366,2023-11-17,T066,P0104,1,28450.2,28450.2,13.7
V0046367,2023-11-17,T017,P0116,1,19371.02,19371.02,28.6
V0046368,2023-11-17,T005,P0068,2,5369.47,10738.94,18.9
V0046369,2023-11-17,T021,P0160,2,5649.09,11298.18,6.6
V0046370,2023-11-17,T030,P0164,1,2325.85,2325.85,16.6
V0046371,2023-11-17,T071,P0172,1,5136.75,5136.75,25.6
V0046372,2023-11-17,T005,P0132,1,7002.12,7002.12,10.2
V0046373,2023-11-17,T005,P0166,2,4321.37,8642.73,12.9
V0046374,2023-11-17,T082,P0170,1,5423.81,5423.81,19.7
V0046375,2023-11-17,T021,P0143,1,7446.27,7446.27,6.7
V0046376,2023-11-17,T086,P0013,1,7158.5,7158.5,24.2
V0046377,2023-11-17,T092,P0149,1,6147.45,6147.45,19.8
V0046378,2023-11-17,T099,P0043,1,3027.35,3027.35,11.7
V0046379,2023-11-17,T045,P0165,1,5306.54,5306.54,18.6
V0046380,2023-11-17,T070,P0186,1,1077.97,1077.97,19.1
V0046381,2023-11-17,T022,P0025,1,6474.35,6474.35,15.3
V0046382,2023-11-17,T011,P0049,1,15542.63,15542.63,16.8
V0046383,2023-11-17,T094,P0091,1,16167.96,16167.96,6.3
V0046384,2023-11-17,T076,P0028,1,17201.4,17201.4,11.3
V0046385,2023-11-17,T027,P0195,2,1827.04,3654.07,20.7
V0046386,2023-11-17,T046,P0103,2,29004.07,58008.14,8.8
V0046387,2023-11-17,T068,P0079,1,16985.88,16985.88,2.7
V0046388,2023-11-17,T077,P0128,1,10707.99,10707.99,3.3
V0046389,2023-11-17,T090,P0195,1,1657.48,1657.48,28.0
V0046390,2023-11-17,T035,P0115,2,30617.03,61234.05,5.2
V0046391,2023-11-17,T071,P0007,1,13909.39,13909.39,12.9
V0046392,2023-11-17,T082,P0120,2,14668.7,29337.39,10.3
V0046393,2023-11-17,T068,P0125,1,7385.94,7385.94,11.0
V0046394,2023-11-17,T044,P0158,1,2333.04,2333.04,16.6
V0046395,2023-11-17,T090,P0021,1,5844.35,5844.35,11.4
V0046396,2023-11-17,T038,P0199,1,3077.31,3077.31,24.2
V0046397,2023-11-17,T041,P0096,1,7102.89,7102.89,14.0
V0046398,2023-11-17,T044,P0035,1,18649.82,18649.82,1.1
V0046399,2023-11-17,T049,P0154,2,2735.75,5471.5,24.5
V0046400,2023-11-17,T005,P0156,1,5778.47,5778.47,9.3
V0046401,2023-11-17,T069,P0135,2,8361.8,16723.6,1.4
V0046402,2023-11-17,T038,P0026,1,6975.32,6975.32,9.1
V0046403,2023-11-17,T077,P0115,1,30071.66,30071.66,6.9
V0046404,2023-11-17,T001,P0158,1,2627.99,2627.99,6.0
V0046405,2023-11-17,T042,P0161,1,5023.69,5023.69,7.8
V0046406,2023-11-17,T037,P0098,1,10464.87,10464.87,12.8
V0046407,2023-11-17,T028,P0056,1,6240.35,6240.35,19.1
V0046408,2023-11-17,T044,P0136,1,9650.14,9650.14,6.8
V0046409,2023-11-17,T053,P0036,1,15579.68,15579.68,21.7
V0046410,2023-11-17,T061,P0103,1,30612.91,30612.91,3.7
V0046411,2023-11-17,T099,P0168,1,2150.72,2150.72,1.6
V0046412,2023-11-17,T007,P0183,1,2205.68,2205.68,25.9
V0046413,2023-11-17,T001,P0051,3,6300.62,18901.85,25.5
V0046414,2023-11-17,T027,P0113,2,21537.07,43074.15,10.7
V0046415,2023-11-17,T040,P0026,1,7122.87,7122.87,7.2
V0046416,2023-11-17,T096,P0162,1,2042.86,2042.86,7.3
V0046417,2023-11-17,T082,P0120,1,13376.31,13376.31,18.2
V0046418,2023-11-17,T012,P0144,1,3027.5,3027.5,19.2
V0046419,2023-11-17,T005,P0032,1,11837.4,11837.4,29.6
V0046420,2023-11-17,T043,P0012,1,14250.86,14250.86,3.7
V0046421,2023-11-17,T022,P0033,1,3476.12,3476.12,21.0
V0046422,2023-11-17,T036,P0066,1,19988.42,19988.42,17.8
V0046423,2023-11-17,T023,P0123,1,7358.34,7358.34,25.1
V0046424,2023-11-17,T007,P0156,1,4845.04,4845.04,23.9
V0046425,2023-11-17,T031,P0080,2,18838.0,37676.0,20.1
V0046426,2023-11-17,T030,P0085,1,26255.32,26255.32,20.9
V0046427,2023-11-17,T045,P0177,1,2065.47,2065.47,26.9
V0046428,2023-11-17,T014,P0151,1,4203.84,4203.84,18.7
V0046429,2023-11-17,T006,P0073,2,12825.63,25651.27,14.1
V0046430,2023-11-17,T070,P0107,1,15496.18,15496.18,11.1
V0046431,2023-11-17,T089,P0011,1,8562.74,8562.74,2.9
V0046432,2023-11-17,T016,P0124,1,5514.54,5514.54,14.4
V0046433,2023-11-17,T076,P0075,1,4785.11,4785.11,26.0
V0046434,2023-11-17,T073,P0051,1,7446.78,7446.78,11.9
V0046435,2023-11-17,T095,P0172,1,6157.14,6157.14,10.8
V0046436,2023-11-17,T008,P0108,1,24409.64,24409.64,5.5
V0046437,2023-11-17,T099,P0074,1,3980.3,3980.3,3.0
V0046438,2023-11-17,T092,P0179,1,3018.24,3018.24,16.3
V0046439,2023-11-17,T037,P0134,1,7330.17,7330.17,20.5
V0046440,2023-11-17,T053,P0086,1,13399.18,13399.18,14.6
V0046441,2023-11-17,T073,P0022,1,15118.97,15118.97,16.7
V0046442,2023-11-17,T002,P0069,1,22350.72,22350.72,4.4
V0046443,2023-11-17,T032,P0031,1,4951.47,4951.47,1.0
V0046444,2023-11-17,T022,P0080,1,21837.45,21837.45,7.3
V0046445,2023-11-17,T037,P0006,2,17609.49,35218.98,4.4
V0046446,2023-11-17,T003,P0056,1,7067.8,7067.8,8.4
V0046447,2023-11-17,T083,P0115,1,24324.17,24324.17,24.7
V0046448,2023-11-17,T040,P0099,1,14472.47,14472.47,18.9
V0046449,2023-11-17,T024,P0103,1,23025.16,23025.16,27.6
V0046450,2023-11-17,T037,P0143,1,6441.86,6441.86,19.3
V0046451,2023-11-17,T056,P0149,1,5944.16,5944.16,22.5
V0046452,2023-11-17,T043,P0177,1,2349.96,2349.96,16.8
V0046453,2023-11-17,T064,P0084,1,18954.02,18954.02,15.8
V0046454,2023-11-17,T093,P0067,1,12268.28,12268.28,10.3
V0046455,2023-11-17,T048,P0070,1,15569.67,15569.67,15.0
V0046456,2023-11-17,T061,P0091,1,16913.59,16913.59,2.0
V0046457,2023-11-17,T069,P0097,1,7902.95,7902.95,11.9
V0046458,2023-11-17,T092,P0186,1,1318.37,1318.37,1.1
V0046459,2023-11-17,T011,P0172,1,5538.7,5538.7,19.7
V0046460,2023-11-17,T092,P0041,1,5511.74,5511.74,13.4
V0046461,2023-11-17,T029,P0014,2,13493.04,26986.07,14.1
V0046462,2023-11-17,T037,P0013,1,8803.76,8803.76,6.8
V0046463,2023-11-17,T081,P0069,1,18874.96,18874.96,19.3
V0046464,2023-11-17,T037,P0121,1,8040.93,8040.93,29.3
V0046465,2023-11-17,T004,P0200,1,2289.16,2289.16,9.4
V0046466,2023-11-17,T041,P0099,1,14821.26,14821.26,16.9
V0046467,2023-11-17,T035,P0053,2,2466.33,4932.65,21.9
V0046468,2023-11-17,T012,P0076,2,4229.27,8458.53,6.2
V0046469,2023-11-17,T046,P0019,1,16667.65,16667.65,29.4
V0046470,2023-11-17,T018,P0025,1,5919.89,5919.89,22.5
V0046471,2023-11-17,T020,P0088,1,22989.88,22989.88,23.5
V0046472,2023-11-17,T024,P0036,1,18202.59,18202.59,8.6
V0046473,2023-11-17,T092,P0169,2,2478.94,4957.88,0.6
V0046474,2023-11-17,T018,P0073,1,10476.12,10476.12,29.8
V0046475,2023-11-17,T034,P0042,1,19815.87,19815.87,14.6
V0046476,2023-11-17,T080,P0120,1,14177.73,14177.73,13.3
V0046477,2023-11-17,T034,P0141,1,11698.13,11698.13,14.7
V0046478,2023-11-17,T025,P0079,1,14588.8,14588.8,16.5
V0046479,2023-11-17,T029,P0047,1,8098.86,8098.86,8.3
V0046480,2023-11-18,T092,P0131,3,9828.85,29486.56,27.9
V0046481,2023-11-18,T063,P0027,1,10557.32,10557.32,19.4
V0046482,2023-11-18,T080,P0194,1,1315.98,1315.98,19.6
V0046483,2023-11-18,T092,P0180,1,681.32,681.32,25.8
V0046484,2023-11-18,T095,P0136,1,7659.06,7659.06,26.0
V0046485,2023-11-18,T081,P0093,1,15889.96,15889.96,18.2
V0046486,2023-11-18,T062,P0119,1,23154.3,23154.3,10.6
V0046487,2023-11-18,T001,P0007,1,11620.61,11620.61,27.2
V0046488,2023-11-18,T086,P0169,1,2033.19,2033.19,18.5
V0046489,2023-11-18,T069,P0174,1,1244.55,1244.55,26.2
V0046490,2023-11-18,T058,P0110,1,20017.96,20017.96,8.0
V0046491,2023-11-18,T055,P0061,1,3837.89,3837.89,11.4
V0046492,2023-11-18,T084,P0170,1,6021.4,6021.4,10.8
V0046493,2023-11-18,T043,P0189,1,1996.06,1996.06,6.0
V0046494,2023-11-18,T026,P0030,2,7527.91,15055.83,3.8
V0046495,2023-11-18,T050,P0043,1,3227.59,3227.59,5.9
V0046496,2023-11-18,T020,P0168,1,1658.22,1658.22,24.1
V0046497,2023-11-18,T080,P0129,1,2775.39,2775.39,15.7
V0046498,2023-11-18,T082,P0050,1,10533.08,10533.08,6.1
V0046499,2023-11-18,T073,P0081,2,13160.56,26321.12,13.3
V0046500,2023-11-18,T075,P0014,1,12085.62,12085.62,23.0
V0046501,2023-11-18,T094,P0197,1,3523.82,3523.82,26.1
V0046502,2023-11-18,T042,P0037,1,11809.12,11809.12,6.0
V0046503,2023-11-18,T057,P0051,1,7857.51,7857.51,7.1
V0046504,2023-11-18,T038,P0123,1,8796.61,8796.61,10.5
V0046505,2023-11-18,T100,P0157,1,5212.06,5212.06,9.0
V0046506,2023-11-18,T065,P0110,1,19893.56,19893.56,8.6
V0046507,2023-11-18,T053,P0007,1,15110.1,15110.1,5.3
V0046508,2023-11-18,T074,P0043,1,2425.62,2425.62,29.3
V0046509,2023-11-18,T022,P0031,1,4580.08,4580.08,8.4
V0046510,2023-11-18,T079,P0059,1,8540.6,8540.6,20.9
V0046511,2023-11-18,T076,P0122,1,10256.16,10256.16,6.6
V0046512,2023-11-18,T093,P0065,1,3794.16,3794.16,26.4
V0046513,2023-11-18,T041,P0139,1,5390.73,5390.73,8.2
V0046514,2023-11-18,T069,P0017,1,16844.43,16844.43,0.8
V0046515,2023-11-18,T060,P0082,1,13626.38,13626.38,17.6
V0046516,2023-11-18,T059,P0146,1,2894.56,2894.56,5.7
V0046517,2023-11-18,T062,P0015,1,15862.67,15862.67,9.6
V0046518,2023-11-18,T100,P0083,1,22361.49,22361.49,9.7
V0046519,2023-11-18,T094,P0037,3,10140.96,30422.89,19.3
V0046520,2023-11-18,T008,P0120,1,13434.9,13434.9,17.8
V0046521,2023-11-18,T029,P0075,1,4720.74,4720.74,27.0
V0046522,2023-11-18,T038,P0009,1,21185.45,21185.45,11.9
